,name_2,root_1,pitch_class_smaller,edo_note_number,cents_diff,matched_pitch_class,n_edo
12,just diatonic,B,G,12,33.37253739424673,G,17
14,just diatonic,B,A,14,-7.854704151578424,A,17
0,just diatonic,C,C,0,0.0,C,18
3,just diatonic,C,D,3,-3.9100017307746735,D,18
6,just diatonic,C,E,6,13.686286135165219,E,18
7,just diatonic,C,F,7,-31.378332467945594,F,18
11,just diatonic,C,G,11,31.378332467946088,G,18
13,just diatonic,C,A,13,-17.692046332780954,A,18
16,just diatonic,C,B,16,-21.602048063555554,B,18
0,just diatonic,D,D,0,0.0,D,18
3,just diatonic,D,E,3,17.59628786593992,E,18
4,just diatonic,D,F,4,-27.46833073717085,F,18
7,just diatonic,D,G,7,-31.37833246794579,G,18
10,just diatonic,D,A,10,-13.782044602005968,A,18
13,just diatonic,D,B,13,-17.692046332780563,B,18
15,just diatonic,D,C,15,3.910001730774752,C,18
0,just diatonic,E,E,0,0.0,E,18
2,just diatonic,E,F,2,21.602048063555877,F,18
5,just diatonic,E,G,5,17.69204633278079,G,18
7,just diatonic,E,A,7,-31.37833246794579,A,18
11,just diatonic,E,B,11,31.378332467946088,B,18
12,just diatonic,E,C,12,-13.686286135165112,C,18
15,just diatonic,E,D,15,-17.596287865939992,D,18
0,just diatonic,F,F,0,0.0,F,18
3,just diatonic,F,G,3,-3.910001730774866,G,18
6,just diatonic,F,A,6,13.686286135164837,A,18
9,just diatonic,F,B,9,9.776284404390458,B,18
11,just diatonic,F,C,11,31.37833246794571,C,18
14,just diatonic,F,D,14,27.468330737170756,D,18
16,just diatonic,F,E,16,-21.60204806355614,E,18
0,just diatonic,G,G,0,0.0,G,18
3,just diatonic,G,A,3,17.59628786593992,A,18
6,just diatonic,G,B,6,13.686286135165219,B,18
7,just diatonic,G,C,7,-31.37833246794579,C,18
11,just diatonic,G,D,11,31.37833246794571,D,18
13,just diatonic,G,E,13,-17.69204633278115,E,18
15,just diatonic,G,F,15,3.9100017307751354,F,18
0,just diatonic,A,A,0,0.0,A,18
3,just diatonic,A,B,3,-3.9100017307744803,B,18
5,just diatonic,A,C,5,17.69204633278079,C,18
8,just diatonic,A,D,8,13.782044602006016,D,18
11,just diatonic,A,E,11,31.378332467946088,E,18
12,just diatonic,A,F,12,-13.686286135164918,F,18
15,just diatonic,A,G,15,-17.596287865939992,G,18
0,just diatonic,B,B,0,0.0,B,18
2,just diatonic,B,C,2,21.602048063555493,C,18
5,just diatonic,B,D,5,17.692046332780414,D,18
7,just diatonic,B,E,7,-31.378332467945985,E,18
9,just diatonic,B,F,9,-9.776284404390282,F,18
12,just diatonic,B,G,12,-13.6862861351655,G,18
15,just diatonic,B,A,15,3.910001730774752,A,18
0,just diatonic,C,C,0,0.0,C,19
3,just diatonic,C,D,3,-14.436317520249002,D,19
6,just diatonic,C,E,6,-7.3663454437824125,E,19
8,just diatonic,C,F,8,7.218158760124521,F,19
11,just diatonic,C,G,11,-7.218158760124299,G,19
14,just diatonic,C,A,14,-0.1481866836581074,A,19
17,just diatonic,C,B,17,-14.584504203906423,B,19
0,just diatonic,D,D,0,0.0,D,19
3,just diatonic,D,E,3,7.069972076465807,E,19
5,just diatonic,D,F,5,21.654476280373164,F,19
8,just diatonic,D,G,8,7.218158760124521,G,19
11,just diatonic,D,A,11,14.28813083659036,A,19
14,just diatonic,D,B,14,-0.14818668365772292,B,19
16,just diatonic,D,C,16,14.436317520248538,C,19
0,just diatonic,E,E,0,0.0,E,19
2,just diatonic,E,F,2,14.584504203906665,F,19
5,just diatonic,E,G,5,0.14818668365802606,G,19
8,just diatonic,E,A,8,7.218158760124139,A,19
11,just diatonic,E,B,11,-7.218158760124106,B,19
13,just diatonic,E,C,13,7.366345443782594,C,19
16,just diatonic,E,D,16,-7.069972076466319,D,19
0,just diatonic,F,F,0,0.0,F,19
3,just diatonic,F,G,3,-14.43631752024881,G,19
6,just diatonic,F,A,6,-7.366345443782605,A,19
9,just diatonic,F,B,9,-21.80266296403081,B,19
11,just diatonic,F,C,11,-7.218158760124299,C,19
14,just diatonic,F,D,14,-21.654476280373,D,19
17,just diatonic,F,E,17,-14.584504203906619,E,19
0,just diatonic,G,G,0,0.0,G,19
3,just diatonic,G,A,3,7.069972076465807,A,19
6,just diatonic,G,B,6,-7.366345443782219,B,19
8,just diatonic,G,C,8,7.218158760124521,C,19
11,just diatonic,G,D,11,-7.218158760124492,D,19
14,just diatonic,G,E,14,-0.14818668365791515,E,19
16,just diatonic,G,F,16,14.436317520248538,F,19
0,just diatonic,A,A,0,0.0,A,19
3,just diatonic,A,B,3,-14.436317520248423,B,19
5,just diatonic,A,C,5,0.14818668365802606,C,19
8,just diatonic,A,D,8,-14.288130836590687,D,19
11,just diatonic,A,E,11,-7.218158760124106,E,19
13,just diatonic,A,F,13,7.366345443782594,F,19
16,just diatonic,A,G,16,-7.069972076466319,G,19
0,just diatonic,B,B,0,0.0,B,19
2,just diatonic,B,C,2,14.584504203906283,C,19
5,just diatonic,B,D,5,0.1481866836576417,D,19
8,just diatonic,B,E,8,7.218158760124139,E,19
10,just diatonic,B,F,10,21.80266296403079,F,19
13,just diatonic,B,G,13,7.366345443782211,G,19
16,just diatonic,B,A,16,14.436317520248158,A,19
0,just diatonic,C,C,0,0.0,C,20
3,just diatonic,C,D,3,-23.9100017307749,D,20
6,just diatonic,C,E,6,-26.313713864834934,E,20
8,just diatonic,C,F,8,-18.044999134612468,F,20
12,just diatonic,C,G,12,18.044999134612222,G,20
15,just diatonic,C,A,15,15.641287000552365,A,20
18,just diatonic,C,B,18,-8.268714730222182,B,20
0,just diatonic,D,D,0,0.0,D,20
3,just diatonic,D,E,3,-2.403712134060088,E,20
5,just diatonic,D,F,5,5.865002596162303,F,20
8,just diatonic,D,G,8,-18.044999134612468,G,20
11,just diatonic,D,A,11,-20.44871126867259,A,20
15,just diatonic,D,B,15,15.641287000552746,B,20
17,just diatonic,D,C,17,23.910001730774834,C,20
0,just diatonic,E,E,0,0.0,E,20
2,just diatonic,E,F,2,8.26871473022266,F,20
5,just diatonic,E,G,5,-15.641287000552529,G,20
8,just diatonic,E,A,8,-18.044999134612663,A,20
12,just diatonic,E,B,12,18.044999134612603,B,20
14,just diatonic,E,C,14,26.313713864835044,C,20
17,just diatonic,E,D,17,2.4037121340599725,D,20
0,just diatonic,F,F,0,0.0,F,20
3,just diatonic,F,G,3,-23.9100017307749,G,20
6,just diatonic,F,A,6,-26.31371386483513,A,20
10,just diatonic,F,B,10,9.776284404390458,B,20
12,just diatonic,F,C,12,18.044999134612222,C,20
15,just diatonic,F,D,15,-5.865002596162659,D,20
18,just diatonic,F,E,18,-8.268714730222761,E,20
0,just diatonic,G,G,0,0.0,G,20
3,just diatonic,G,A,3,-2.4037121340598953,A,20
6,just diatonic,G,B,6,-26.31371386483474,B,20
8,just diatonic,G,C,8,-18.044999134612663,C,20
12,just diatonic,G,D,12,18.044999134612222,D,20
15,just diatonic,G,E,15,15.641287000552365,E,20
17,just diatonic,G,F,17,23.910001730774834,F,20
0,just diatonic,A,A,0,0.0,A,20
3,just diatonic,A,B,3,-23.91000173077451,B,20
5,just diatonic,A,C,5,-15.641287000552529,C,20
9,just diatonic,A,D,9,20.448711268672554,D,20
12,just diatonic,A,E,12,18.044999134612222,E,20
14,just diatonic,A,F,14,26.313713864835044,F,20
17,just diatonic,A,G,17,2.4037121340599725,G,20
0,just diatonic,B,B,0,0.0,B,20
2,just diatonic,B,C,2,8.268714730222277,C,20
5,just diatonic,B,D,5,-15.641287000552722,D,20
8,just diatonic,B,E,8,-18.044999134612663,E,20
10,just diatonic,B,F,10,-9.776284404390282,F,20
14,just diatonic,B,G,14,26.313713864834664,G,20
17,just diatonic,B,A,17,23.910001730774454,A,20
0,just diatonic,C,C,0,0.0,C,21
4,just diatonic,C,D,4,24.66142684065354,D,21
7,just diatonic,C,E,7,13.686286135165219,E,21
9,just diatonic,C,F,9,16.240715151101934,F,21
12,just diatonic,C,G,12,-16.240715151101515,G,21
15,just diatonic,C,A,15,-27.215855856590313,A,21
19,just diatonic,C,B,19,-2.5544290159364236,B,21
0,just diatonic,D,D,0,0.0,D,21
3,just diatonic,D,E,3,-10.975140705488768,E,21
5,just diatonic,D,F,5,-8.420711689551776,F,21
9,just diatonic,D,G,9,16.24071515110155,G,21
12,just diatonic,D,A,12,5.265574445613126,A,21
15,just diatonic,D,B,15,-27.215855856590114,B,21
17,just diatonic,D,C,17,-24.66142684065375,C,21
0,just diatonic,E,E,0,0.0,E,21
2,just diatonic,E,F,2,2.5544290159366034,F,21
6,just diatonic,E,G,6,27.215855856590174,G,21
9,just diatonic,E,A,9,16.24071515110155,A,21
12,just diatonic,E,B,12,-16.240715151101515,B,21
14,just diatonic,E,C,14,-13.686286135165112,C,21
18,just diatonic,E,D,18,10.975140705488421,D,21
0,just diatonic,F,F,0,0.0,F,21
4,just diatonic,F,G,4,24.66142684065354,G,21
7,just diatonic,F,A,7,13.686286135164837,A,21
10,just diatonic,F,B,10,-18.795144167038426,B,21
12,just diatonic,F,C,12,-16.240715151101902,C,21
16,just diatonic,F,D,16,8.4207116895518,D,21
19,just diatonic,F,E,19,-2.554429015936808,E,21
0,just diatonic,G,G,0,0.0,G,21
3,just diatonic,G,A,3,-10.975140705488768,A,21
7,just diatonic,G,B,7,13.686286135165219,B,21
9,just diatonic,G,C,9,16.24071515110155,C,21
12,just diatonic,G,D,12,-16.240715151101707,D,21
15,just diatonic,G,E,15,-27.215855856590313,E,21
17,just diatonic,G,F,17,-24.66142684065375,F,21
0,just diatonic,A,A,0,0.0,A,21
4,just diatonic,A,B,4,24.66142684065392,B,21
6,just diatonic,A,C,6,27.215855856590174,C,21
9,just diatonic,A,D,9,-5.265574445612954,D,21
12,just diatonic,A,E,12,-16.240715151101902,E,21
14,just diatonic,A,F,14,-13.686286135164918,F,21
18,just diatonic,A,G,18,10.975140705488421,G,21
0,just diatonic,B,B,0,0.0,B,21
2,just diatonic,B,C,2,2.5544290159362193,C,21
6,just diatonic,B,D,6,27.215855856590174,D,21
9,just diatonic,B,E,9,16.24071515110155,E,21
11,just diatonic,B,F,11,18.79514416703813,F,21
14,just diatonic,B,G,14,-13.6862861351655,G,21
17,just diatonic,B,A,17,-24.661426840653945,A,21
0,just diatonic,C,C,0,0.0,C,22
4,just diatonic,C,D,4,14.27181645104326,D,22
7,just diatonic,C,E,7,-4.495532046652959,E,22
9,just diatonic,C,F,9,-7.135908225521163,F,22
13,just diatonic,C,G,13,7.135908225521872,G,22
16,just diatonic,C,A,16,-11.631440272174876,A,22
20,just diatonic,C,B,20,2.640376178868571,B,22
0,just diatonic,D,D,0,0.0,D,22
3,just diatonic,D,E,3,-18.76734849769652,E,22
5,just diatonic,D,F,5,-21.407724676564882,F,22
9,just diatonic,D,G,9,-7.135908225521356,G,22
12,just diatonic,D,A,12,-25.90325672321818,A,22
16,just diatonic,D,B,16,-11.631440272174682,B,22
18,just diatonic,D,C,18,-14.271816451043184,C,22
0,just diatonic,E,E,0,0.0,E,22
2,just diatonic,E,F,2,-2.640376178868224,F,22
6,just diatonic,E,G,6,11.631440272174524,G,22
9,just diatonic,E,A,9,-7.135908225521548,A,22
13,just diatonic,E,B,13,7.135908225521872,B,22
15,just diatonic,E,C,15,4.4955320466531745,C,22
19,just diatonic,E,D,19,18.76734849769653,D,22
0,just diatonic,F,F,0,0.0,F,22
4,just diatonic,F,G,4,14.27181645104326,G,22
7,just diatonic,F,A,7,-4.495532046653344,A,22
11,just diatonic,F,B,11,9.776284404390458,B,22
13,just diatonic,F,C,13,7.135908225521489,C,22
17,just diatonic,F,D,17,21.407724676564502,D,22
20,just diatonic,F,E,20,2.6403761788681868,E,22
0,just diatonic,G,G,0,0.0,G,22
3,just diatonic,G,A,3,-18.767348497696712,A,22
7,just diatonic,G,B,7,-4.495532046652959,B,22
9,just diatonic,G,C,9,-7.135908225521548,C,22
13,just diatonic,G,D,13,7.135908225521489,D,22
16,just diatonic,G,E,16,-11.631440272174682,E,22
18,just diatonic,G,F,18,-14.271816451043184,F,22
0,just diatonic,A,A,0,0.0,A,22
4,just diatonic,A,B,4,14.271816451043641,B,22
6,just diatonic,A,C,6,11.631440272174524,C,22
10,just diatonic,A,D,10,25.903256723217975,D,22
13,just diatonic,A,E,13,7.135908225521489,E,22
15,just diatonic,A,F,15,4.4955320466531745,F,22
19,just diatonic,A,G,19,18.76734849769653,G,22
0,just diatonic,B,B,0,0.0,B,22
2,just diatonic,B,C,2,-2.640376178868994,C,22
6,just diatonic,B,D,6,11.631440272174524,D,22
9,just diatonic,B,E,9,-7.135908225521548,E,22
11,just diatonic,B,F,11,-9.776284404390282,F,22
15,just diatonic,B,G,15,4.495532046652792,G,22
18,just diatonic,B,A,18,-14.271816451043572,A,22
0,just diatonic,C,C,0,0.0,C,23
4,just diatonic,C,D,4,4.785650443137883,D,23
7,just diatonic,C,E,7,-21.096322560486986,E,23
10,just diatonic,C,F,10,23.694131300169925,F,23
13,just diatonic,C,G,13,-23.694131300170184,G,23
17,just diatonic,C,A,17,2.5978087396827316,A,23
21,just diatonic,C,B,21,7.383459182821469,B,23
0,just diatonic,D,D,0,0.0,D,23
3,just diatonic,D,E,3,-25.881973003625173,E,23
6,just diatonic,D,F,6,18.90848085703212,F,23
10,just diatonic,D,G,10,23.694131300169925,G,23
13,just diatonic,D,A,13,-2.1878417034554554,A,23
17,just diatonic,D,B,17,2.5978087396831158,B,23
19,just diatonic,D,C,19,-4.78565044313808,C,23
0,just diatonic,E,E,0,0.0,E,23
2,just diatonic,E,F,2,-7.383459182820848,F,23
6,just diatonic,E,G,6,-2.5978087396830882,G,23
10,just diatonic,E,A,10,23.694131300169925,A,23
13,just diatonic,E,B,13,-23.69413130016999,B,23
16,just diatonic,E,C,16,21.09632256048697,C,23
20,just diatonic,E,D,20,25.881973003625244,D,23
0,just diatonic,F,F,0,0.0,F,23
4,just diatonic,F,G,4,4.785650443137883,G,23
7,just diatonic,F,A,7,-21.096322560487373,A,23
11,just diatonic,F,B,11,-16.31067211734878,B,23
13,just diatonic,F,C,13,-23.69413130017038,C,23
17,just diatonic,F,D,17,-18.908480857032075,D,23
21,just diatonic,F,E,21,7.3834591828210865,E,23
0,just diatonic,G,G,0,0.0,G,23
3,just diatonic,G,A,3,-25.881973003625173,A,23
7,just diatonic,G,B,7,-21.09632256048679,B,23
10,just diatonic,G,C,10,23.694131300169925,C,23
13,just diatonic,G,D,13,-23.69413130017038,D,23
17,just diatonic,G,E,17,2.5978087396827316,E,23
19,just diatonic,G,F,19,-4.785650443137888,F,23
0,just diatonic,A,A,0,0.0,A,23
4,just diatonic,A,B,4,4.785650443138268,B,23
6,just diatonic,A,C,6,-2.5978087396827036,C,23
10,just diatonic,A,D,10,2.1878417034549593,D,23
13,just diatonic,A,E,13,-23.694131300170184,E,23
16,just diatonic,A,F,16,21.09632256048735,F,23
20,just diatonic,A,G,20,25.881973003625244,G,23
0,just diatonic,B,B,0,0.0,B,23
2,just diatonic,B,C,2,-7.383459182821234,C,23
6,just diatonic,B,D,6,-2.5978087396832805,D,23
10,just diatonic,B,E,10,23.69413130016955,E,23
12,just diatonic,B,F,12,16.31067211734897,F,23
16,just diatonic,B,G,16,21.09632256048697,G,23
19,just diatonic,B,A,19,-4.785650443138273,A,23
0,just diatonic,C,C,0,0.0,C,24
4,just diatonic,C,D,4,-3.9100017307746735,D,24
8,just diatonic,C,E,8,13.686286135165219,E,24
10,just diatonic,C,F,10,1.9550008653876136,F,24
14,just diatonic,C,G,14,-1.9550008653873927,G,24
18,just diatonic,C,A,18,15.641287000552365,A,24
22,just diatonic,C,B,22,11.731285269777747,B,24
0,just diatonic,D,D,0,0.0,D,24
4,just diatonic,D,E,4,17.59628786593992,E,24
6,just diatonic,D,F,6,5.865002596162303,F,24
10,just diatonic,D,G,10,1.9550008653876136,G,24
14,just diatonic,D,A,14,19.55128873132746,A,24
18,just diatonic,D,B,18,15.641287000552746,B,24
